fetched_at,object_id,data_objectID,data_isHighlight,data_accessionNumber,data_accessionYear,data_isPublicDomain,data_primaryImage,data_primaryImageSmall,data_additionalImages,data_constituents,data_department,data_objectName,data_title,data_culture,data_period,data_dynasty,data_reign,data_portfolio,data_artistRole,data_artistPrefix,data_artistDisplayName,data_artistDisplayBio,data_artistSuffix,data_artistAlphaSort,data_artistNationality,data_artistBeginDate,data_artistEndDate,data_artistGender,data_artistWikidata_URL,data_artistULAN_URL,data_objectDate,data_objectBeginDate,data_objectEndDate,data_medium,data_dimensions,data_measurements,data_creditLine,data_geographyType,data_city,data_state,data_county,data_country,data_region,data_subregion,data_locale,data_locus,data_excavation,data_river,data_classification,data_rightsAndReproduction,data_linkResource,data_metadataDate,data_repository,data_objectURL,data_tags,data_objectWikidata_URL,data_isTimelineWork,data_GalleryNumber
2025-09-09 12:30:21.432,436792,436792,True,41.190.20a–c,1941,True,https://images.metmuseum.org/CRDImages/ep/original/DT1467.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1467.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-41_190_20abc-6.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-41_190_20abc-IRR.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-41_190_20abc-Xray.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-41_190_20-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-41_190_20-3.jpg']","[{'constituentID': 162015, 'role': 'Artist', 'name': 'Joos van Cleve', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500007799', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q153472', 'gender': ''}]",European Paintings,"Painting, triptych",The Crucifixion with Saints and a Donor,,,,,,Artist,,Joos van Cleve,"Netherlandish, Cleve ca. 1485–1540/41 Antwerp",and a collaborator,Joos van Cleve,Netherlandish,1485,1541,,https://www.wikidata.org/wiki/Q153472,http://vocab.getty.edu/page/ulan/500007799,ca. 1520,1515,1525,Oil on wood,"Shaped top: central panel, painted surface 38 3/4 x 29 1/4 in. (98.4 x 74.3 cm); each wing, painted surface 39 3/4 x 12 7/8 in. (101 x 32.7 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 98.4, 'Width': 74.3}}]","Bequest of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436792,"[{'term': 'Skulls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300191856', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q13147'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Crucifixion', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404300', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3235597'}, {'term': 'Saints', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300150555', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q43115'}]",https://www.wikidata.org/wiki/Q19911601,True,636
2025-09-09 12:30:22.702,436984,436984,False,11.143,1911,True,https://images.metmuseum.org/CRDImages/ep/original/DP-26501-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-26501-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-11_143-XRAY.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-11_143-IRR.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-11_143-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-11_143-3.jpg']","[{'constituentID': 164868, 'role': 'Artist', 'name': 'Quinten Massys', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500025017', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q314275', 'gender': ''}]",European Paintings,Painting,The Adoration of the Magi,,,,,,Artist,,Quinten Massys,"Netherlandish, Leuven 1466–1530 Antwerp",,"Massys, Quinten",Netherlandish,1466,1530,,https://www.wikidata.org/wiki/Q314275,http://vocab.getty.edu/page/ulan/500025017,1526,1526,1526,Oil on wood,40 1/2 x 31 1/2 in. (102.9 x 80 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 102.9, 'Width': 80}}]","John Stewart Kennedy Fund, 1911",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436984,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Jesus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q302'}, {'term': 'Adoration of the Magi', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000083', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q488841'}]",https://www.wikidata.org/wiki/Q19905229,True,636
2025-09-09 12:30:23.909,440464,440464,False,2009.145,2009,True,https://images.metmuseum.org/CRDImages/ep/original/DP214443.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP214443.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-2009_145-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2009_145-3.jpg']","[{'constituentID': 162491, 'role': 'Artist', 'name': 'Pierre Hubert Subleyras', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500000017', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q464898', 'gender': ''}]",European Paintings,Painting,"Pope Benedict XIV (Prospero Lambertini, 1675–1758)",,,,,,Artist,,Pierre Hubert Subleyras,"French, Saint-Gilles-du-Gard 1699–1749 Rome",,"Subleyras, Pierre Hubert",French,1699,1749,,https://www.wikidata.org/wiki/Q464898,http://vocab.getty.edu/page/ulan/500000017,1746,1746,1746,Oil on canvas,25 1/4 x 19 1/4 in. (64.1 x 48.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 64.4526, 'Width': 48.8951}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 6.985014, 'Height': 83.50267, 'Width': 67.94514}}, {'elementName': 'Rabbet', 'elementDescription': None, 'elementMeasurements': {'Height': 65.72263, 'Width': 51.117603}}]","Purchase, Friends of European Paintings Gifts, Bequest of Joan Whitney Payson, by exchange, Gwynne Andrews Fund, Charles and Jessie Price Gift, and Valerie Delacorte Fund Gift, in memory of George T. Delacorte, 2009",,,,,,,,,,,,Paintings,,,2025-08-14T04:53:18.057Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/440464,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Popes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025773', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q19546'}]",https://www.wikidata.org/wiki/Q19912062,True,627
2025-09-09 12:30:25.150,44510,44510,False,30.76.294,1930,True,https://images.metmuseum.org/CRDImages/as/original/DP217414.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP217414.jpg,"['https://images.metmuseum.org/CRDImages/as/original/DP217404.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP217415.jpg']","[{'constituentID': 11785, 'role': 'Artist', 'name': 'Jin Chushi', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500331487', 'constituentWikidata_URL': '', 'gender': ''}]",Asian Art,Hanging scroll,Ten Kings of Hell,China,Song dynasty (960–1279),,,,Artist,,Jin Chushi,"Chinese, active late 12th century",,JIN CHUSHI,Chinese,1167,1199,,,http://vocab.getty.edu/page/ulan/500331487,before 1195,1167,1194,One of five of a set of ten hanging scrolls; ink and color on silk,"Image: 51 x 19 1/2 in. (129.5 x 49.5 cm)
Overall with knobs: 80 x 27 1/2 in. (203.2 x 69.9 cm)","[{'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 203.2004, 'Width': 69.8501}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 129.54025, 'Width': 49.530098}}]","Rogers Fund, 1930",,,,,,,,,,,,Paintings,,,2025-08-22T04:50:41.157Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/44510,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Demons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379730', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q177413'}, {'term': 'Tables', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300039548', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14748'}]",https://www.wikidata.org/wiki/Q78852519,False,
2025-09-09 12:30:26.321,393628,393628,False,2010.341.2(27),2010,False,,,[],"[{'constituentID': 84817, 'role': 'Artist', 'name': 'Margaret Neilson Armstrong', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500121347', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q2026837', 'gender': 'Female'}]",Drawings and Prints,Drawing,Indian Paint Brush (Castilleja Miniata),,,,,,Artist,,Margaret Neilson Armstrong,"American, New York 1867–1944 New York",,"Armstrong, Margaret Neilson",American,1867,1944,Female,https://www.wikidata.org/wiki/Q2026837,http://vocab.getty.edu/page/ulan/500121347,"June 29, 1909",1909,1909,"Watercolor and brown ink over graphite, with page design indicated in graphite and two details in ink",sheet: 13 11/16 x 9 15/16 in. (34.8 x 25.2 cm),"[{'elementName': 'Sheet', 'elementDescription': None, 'elementMeasurements': {'Height': 34.8, 'Width': 25.2}}]","Gift of Helena Bienstock, Cynthia MacKay Keegan and Frank E. Johnson, 2010",,,,,,,,,,,,Drawings,,,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/393628,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",,False,
2025-09-09 12:30:27.481,544531,544531,False,31.6.8,1931,True,https://images.metmuseum.org/CRDImages/eg/original/DT226227.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DT226227.jpg,"['https://images.metmuseum.org/CRDImages/eg/original/31.6.8-Smith-drawing.jpg', 'https://images.metmuseum.org/CRDImages/eg/original/31.6.8_EGDP013015.jpg']","[{'constituentID': 163976, 'role': 'Artist', 'name': 'Charles K. Wilkinson', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500328136', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q19997486', 'gender': ''}]",Egyptian Art,"Facsimile, Nefermaat and Itet, Meidum geese","Facsimile Painting of Geese, Tomb of Nefermaat and Itet",,Original: Old Kingdom,Dynasty 4,reign of Snefru,,Artist,,Charles K. Wilkinson,,[painted 1920-21],"Wilkinson, Charles K.",,1897,1986,,https://www.wikidata.org/wiki/Q19997486,http://vocab.getty.edu/page/ulan/500328136,ca. 2575–2551 B.C.,-2575,-2575,Tempera on canvas,facsimile: H. 24.5 cm (9 5/8 in.); W. 161.5 cm (63 9/16 in.); scale:1:1; framed: H. 30.5 cm (12 in.); W. 167 cm (65 3/4 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 24.5, 'Width': 161.5}}, {'elementName': 'Other', 'elementDescription': 'framed', 'elementMeasurements': {'Height': 30.48006, 'Width': 167.00534}}]","Rogers Fund, 1931",Original from,,,,Egypt,Memphite Region,Meidum,Tomb of Nefermaat and Itet,outer chapel of Itet,,,,,,2025-04-08T04:57:41.12Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/544531,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}]",https://www.wikidata.org/wiki/Q116235412,False,103
2025-09-09 12:30:28.648,40354,40354,False,29.100.512,1929,True,https://images.metmuseum.org/CRDImages/as/original/DP260439.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP260439.jpg,['https://images.metmuseum.org/CRDImages/as/original/DP260449.jpg'],"[{'constituentID': 11887, 'role': 'Artist', 'name': 'In the Style of Ogata Kenzan', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500121062', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q534279', 'gender': ''}]",Asian Art,Hanging scroll,Camellia by Water,Japan,Edo period (1615–1868),,,,Artist,In the Style of,Ogata Kenzan,"Japanese, 1663–1743",,Ogata Kenzan,Japanese,1663,1743,,https://www.wikidata.org/wiki/Q534279,http://vocab.getty.edu/page/ulan/500121062,dated 1741,1741,1741,Hanging scroll; ink and color on paper,12 x 17 3/4 in. (30.5 x 45.1 cm),"[{'elementName': 'Other', 'elementDescription': 'in mat', 'elementMeasurements': {'Height': 63.8, 'Width': 68.6}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 30.5, 'Width': 45.1}}]","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/40354,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",https://www.wikidata.org/wiki/Q78859006,False,
2025-09-09 12:30:41.149,41191,41191,False,1983.85,1983,True,https://images.metmuseum.org/CRDImages/as/original/DP235486.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP235486.jpg,"['https://images.metmuseum.org/CRDImages/as/original/DP235487.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP235476.jpg']","[{'constituentID': 19685, 'role': 'Artist', 'name': 'Ni Jing', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",Asian Art,Hanging scroll,Wintry plum,China,Yuan (1271–1368) or Ming (1368–1644) dynasty,,,,Artist,,Ni Jing,"Chinese, active late 14th century?",,Ni Jing,Chinese,1367,1399,,,,14th century,1367,1399,Hanging scroll; ink and pale color on paper,"Image: 41 15/16 x 9 3/4 in. (106.5 x 24.8 cm)
Overall with mounting: 75 3/4 x 14 1/8 in. (192.4 x 35.9 cm)
Overall with knobs: 75 3/4 x 15 15/16 in. (192.4 x 40.5 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 192.4054, 'Width': 35.8776}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 106.5215, 'Width': 24.765}}, {'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 192.4054, 'Width': 40.4813}}]","Purchase, Bequest of Dorothy Graham Bennett, 1983",,,,,,,,,,,,Paintings,,,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/41191,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",https://www.wikidata.org/wiki/Q78855031,False,
2025-09-09 12:30:42.449,737791,737791,False,2024.549.53,2024,True,https://images.metmuseum.org/CRDImages/as/original/LC-L_2016_67_56_020.jpg,https://images.metmuseum.org/CRDImages/as/web-large/LC-L_2016_67_56_020.jpg,"['https://images.metmuseum.org/CRDImages/as/original/DP-40927-001.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-002.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-003.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-004.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-005.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-006.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-007.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-008.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-009.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-010.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-011.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-012.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-013.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-014.jpg', 'https://images.metmuseum.org/CRDImages/as/original/DP-40927-015.jpg']","[{'constituentID': 195368, 'role': 'Artist', 'name': 'Zhai Jichang', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",Asian Art,Handscroll,Dreaming of Flowers,China,Qing dynasty (1644–1911),,,,Artist,,Zhai Jichang,"Chinese, 1770–1820",,"Zhai, Jichang",Chinese,1770,1820,,,,1807,1807,1807,Handscroll; ink and color on paper,"Image: 11 13/16 in. × 8 ft. 7 9/16 in. (30 × 263 cm)
Overall with mounting: 12 3/16 in. × 37 ft. 3 1/16 in. (31 × 1135.5 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 30, 'Width': 263}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 31, 'Width': 1135.5}}]","Gift of Jane DeBevoise and the Calello Family, 2024",,,,,,,,,,,,Paintings,,,2025-08-16T04:50:18.957Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/737791,,,False,
2025-09-09 12:30:43.672,49072,49072,False,1975.268.110,1975,True,https://images.metmuseum.org/CRDImages/as/original/DP277635.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP277635.jpg,[],"[{'constituentID': 12093, 'role': 'Artist', 'name': 'Hidaka Tetsuo', 'constituentULAN_URL': '(not assigned)', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q11649619', 'gender': ''}]",Asian Art,Hanging scroll,Autumn Landscape,Japan,Edo period (1615–1868),,,,Artist,,Hidaka Tetsuo,1791–1875,,Hidaka Tetsuo,Japanese,1791,1875,,https://www.wikidata.org/wiki/Q11649619,(not assigned),1862,1862,1862,Hanging scroll; ink on satin,45 1/2 x 20 5/8 in. (115.5 x 52.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 224.8, 'Width': 76.8}}, {'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Height': 115.5702, 'Width': 52.4}}]","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",,,,,,,,,,,,Paintings,,,2025-09-04T04:53:35.917Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/49072,"[{'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78829297,False,
2025-09-09 12:30:44.949,679844,679844,True,2015.146,2015,True,https://images.metmuseum.org/CRDImages/ep/original/DP375107.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP375107.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-1.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146_IRR_FINAL.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-3.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-4.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-5.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-6.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-7.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-8.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-9.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-10.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-11.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-2015_146-12.jpg']","[{'constituentID': 72898, 'role': 'Artist', 'name': 'Joachim Beuckelaer', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500031041', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q533314', 'gender': ''}]",European Paintings,Painting,Fish Market,,,,,,Artist,,Joachim Beuckelaer,"Netherlandish, Antwerp 1533–1575 Antwerp",,"Beuckelaer, Joachim",Netherlandish,1533,1574,,https://www.wikidata.org/wiki/Q533314,http://vocab.getty.edu/page/ulan/500031041,1568,1568,1568,Oil on Baltic oak,50 5/8 × 68 7/8 in. (128.6 × 174.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 128.58775, 'Width': 174.94286}}]","Purchase, Lila Acheson Wallace Gift and Bequest of George Blumenthal, by exchange, 2015",,,,,,,,,,,,Paintings,,,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/679844,"[{'term': 'Food', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300254496', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2095'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Fish', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266085', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q152'}, {'term': 'Markets', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300112347', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q132510'}]",https://www.wikidata.org/wiki/Q19913672,False,637
2025-09-09 12:30:57.620,459144,459144,True,1975.1.168,1975,False,,,[],"[{'constituentID': 161829, 'role': 'Artist', 'name': 'André Derain', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004535', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q156272', 'gender': ''}]",Robert Lehman Collection,Painting,The Palace of Westminster,,,,,,Artist,,André Derain,"French, Chatou 1880–1954 Garches",,"Derain, André",French,1880,1954,,https://www.wikidata.org/wiki/Q156272,http://vocab.getty.edu/page/ulan/500004535,1906–1907,1906,1907,Oil on canvas,31 x 39 in.  (78.7 x 99.1 cm); framed: 40 3/8 x 47.5 x 3 in. (102.5 x 121 x 7.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 78.7, 'Width': 99.1}}]","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2025 Artists Rights Society (ARS), New York",,2025-03-21T04:53:15.447Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/459144,"[{'term': 'Buildings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300004789', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q41176'}, {'term': 'Cities', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008389', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q515'}, {'term': 'Rivers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008707', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4022'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}, {'term': 'London', 'AAT_URL': 'http://vocab.getty.edu/page/tgn/7011781', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q84'}]",https://www.wikidata.org/wiki/Q20183057,False,961
2025-09-09 12:30:58.868,451023,451023,True,50.164,1950,True,https://images.metmuseum.org/CRDImages/is/original/DP240654.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP240654.jpg,"['https://images.metmuseum.org/CRDImages/is/original/148207.jpg', 'https://images.metmuseum.org/CRDImages/is/original/is50.164.R.jpg', 'https://images.metmuseum.org/CRDImages/is/original/DT4806.jpg', 'https://images.metmuseum.org/CRDImages/is/original/50.164.jpg']","[{'constituentID': 130222, 'role': 'Artist', 'name': 'Painting by Riza-yi &#39;Abbasi', 'constituentULAN_URL': '(not assigned)', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q380726', 'gender': ''}]",Islamic Art,Illustrated single work,The Lovers,,,,,,Artist,Painting by,Riza-yi 'Abbasi,"Iranian, ca. 1565–d. 1635",,Riza-yi `Abbasi,Iranian,1540,1660,,https://www.wikidata.org/wiki/Q380726,(not assigned),dated 1039 AH/1630 CE,1605,1655,"Opaque watercolor, ink, and gold on paper","Painting: H. 6 7/8 in. (17.5 cm)
                W. 4 3/8 in. (11.1 cm)
Page: H. 7 1/2 in. (19.1 cm)
           W. 4 15/16 in. (12.5 cm)
Mat: H. 19 1/4 in. (48.9 cm)
         W. 14 1/4 in. (36.2 cm)","[{'elementName': 'Overall', 'elementDescription': 'Painting', 'elementMeasurements': {'Height': 17.462536, 'Width': 11.112522}}, {'elementName': 'Other', 'elementDescription': 'Mat', 'elementMeasurements': {'Height': 48.8951, 'Width': 36.195072}}, {'elementName': 'Other', 'elementDescription': 'Page', 'elementMeasurements': {'Height': 19.050037, 'Width': 12.541275}}]","Purchase, Francis M. Weld Gift, 1950",Attributed to,Isfahan,,,Iran,,,,,,,Codices,,,2025-07-25T04:50:13.78Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/451023,"[{'term': 'Couples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q219160'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q29385121,True,
