fetched_at,object_id,data_objectID,data_isHighlight,data_accessionNumber,data_accessionYear,data_isPublicDomain,data_primaryImage,data_primaryImageSmall,data_additionalImages,data_constituents,data_department,data_objectName,data_title,data_culture,data_period,data_dynasty,data_reign,data_portfolio,data_artistRole,data_artistPrefix,data_artistDisplayName,data_artistDisplayBio,data_artistSuffix,data_artistAlphaSort,data_artistNationality,data_artistBeginDate,data_artistEndDate,data_artistGender,data_artistWikidata_URL,data_artistULAN_URL,data_objectDate,data_objectBeginDate,data_objectEndDate,data_medium,data_dimensions,data_measurements,data_creditLine,data_geographyType,data_city,data_state,data_county,data_country,data_region,data_subregion,data_locale,data_locus,data_excavation,data_river,data_classification,data_rightsAndReproduction,data_linkResource,data_metadataDate,data_repository,data_objectURL,data_tags,data_objectWikidata_URL,data_isTimelineWork,data_GalleryNumber
2025-09-09 12:31:00.452,437056,437056,True,14.40.626–27,1914,True,https://images.metmuseum.org/CRDImages/ep/original/DT28_DT29.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT28_DT29.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/DP-14286-018.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/DP-14286-005.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_626_Suppl_2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_626_IRR_FINAL.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_627_IRR_FINAL.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_626_Xray.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_627_Xrays.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_627_Suppl_7.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_627_Suppl_9.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_627_Suppl_10.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_627_Suppl_11.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_627_Suppl_12.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_626_Suppl_13.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_626_Suppl_14.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_626_Suppl_15.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-14_40_626_Suppl_16.jpg']","[{'constituentID': 162119, 'role': 'Artist', 'name': 'Hans Memling', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500005611', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q106851', 'gender': ''}]",European Paintings,Painting,"Tommaso di Folco Portinari (1428–1501); Maria Portinari (Maria Maddalena Baroncelli, born 1456)",,,,,,Artist,,Hans Memling,"Netherlandish, Seligenstadt, active by 1465–died 1494 Bruges",,"Memling, Hans",Netherlandish,1465,1494,,https://www.wikidata.org/wiki/Q106851,http://vocab.getty.edu/page/ulan/500005611,ca. 1470,1465,1475,Oil on wood,"(.626, Tommaso) overall 17 3/8 x 13 1/4 in. (44.1 x 33.7 cm), painted surface 16 5/8 x 12 1/2 in. (42.2 x 31.8 cm); (.627, Maria) overall 17 3/8 x 13 3/8 in. (44.1 x 34 cm); painted surface 16 5/8 x 12 5/8 in. (42.2 x 32.1 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 44.1, 'Width': 33.7}}]","Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,,2025-06-19T04:50:33.487Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437056,"[{'term': 'Couples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q219160'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q22443796,True,602
2025-09-09 12:31:01.777,436603,436603,True,1984.459.2,1984,True,https://images.metmuseum.org/CRDImages/ep/original/DT503.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT503.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-1984_459_2-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-1984_459_2-3.jpg']","[{'constituentID': 161968, 'role': 'Artist', 'name': 'Guercino (Giovanni Francesco Barbieri)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500021925', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q334262', 'gender': ''}]",European Paintings,Painting,Samson Captured by the Philistines,,,,,,Artist,,Guercino (Giovanni Francesco Barbieri),"Italian, Cento 1591–1666 Bologna",,Guercino (Giovanni Francesco Barbieri),Italian,1591,1666,,https://www.wikidata.org/wiki/Q334262,http://vocab.getty.edu/page/ulan/500021925,1619,1619,1619,Oil on canvas,75 1/4 x 93 1/4 in. (191.1 x 236.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 191.1, 'Width': 236.9}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Height': 241.93549, 'Width': 287.65558}}, {'elementName': 'Other', 'elementDescription': 'Picture + Frame (F.1984.459.2)', 'elementMeasurements': {'Weight': 84.36905}}]","Gift of Mr. and Mrs. Charles Wrightsman, 1984",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436603,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Samson', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000362', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q214648'}]",https://www.wikidata.org/wiki/Q19911545,True,620
2025-09-09 12:31:02.986,482746,482746,True,1983.462,1983,False,,,[],"[{'constituentID': 162226, 'role': 'Artist', 'name': 'Irene Rice Pereira', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500022448', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5968073', 'gender': 'Female'}]",Modern and Contemporary Art,Painting,"White Rectangles, Number 3",,,,,,Artist,,Irene Rice Pereira,"American, Chelsea, Massachusetts 1902–1971 Marbella, Spain",,"Pereira, Irene Rice",American,1902,1971,Female,https://www.wikidata.org/wiki/Q5968073,http://vocab.getty.edu/page/ulan/500022448,1939,1939,1939,Oil on canvas,24 × 30 in. (61 × 76.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.489205, 'Height': 61, 'Width': 76.2}}, {'elementName': 'Framed', 'elementDescription': 'F.1983.462 Silver face white wood float NO plexi cannot accommod', 'elementMeasurements': {'Depth': 4.572009, 'Height': 63.500126, 'Width': 91.440186}}]","Kathryn E. Hurd Fund, 1983",,,,,,,,,,,,Paintings,© Estate of Irene Rice Pereira,,2025-07-24T04:50:20.827Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/482746,,https://www.wikidata.org/wiki/Q19917738,False,912
2025-09-09 12:31:04.794,436106,436106,True,1977.10,1977,True,https://images.metmuseum.org/CRDImages/ep/original/DP-19709-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19709-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/DP-13140-002.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/DP-13140-003.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/DP-13140-004.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/DP-13140-001.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-1977_10-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-1977_10-3.jpg']","[{'constituentID': 161811, 'role': 'Artist', 'name': 'Jacques Louis David', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115221', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q83155', 'gender': ''}]",European Paintings,Painting,"Antoine Laurent Lavoisier (1743–1794) and Marie Anne Lavoisier (Marie Anne Pierrette Paulze, 1758–1836)",,,,,,Artist,,Jacques Louis David,"French, Paris 1748–1825 Brussels",,"David, Jacques Louis",French,1748,1825,,https://www.wikidata.org/wiki/Q83155,http://vocab.getty.edu/page/ulan/500115221,1788,1788,1788,Oil on canvas,102 1/4 x 76 5/8 in. (259.7 x 194.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 259.7, 'Width': 194.6}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Height': 361.9507, 'Width': 250.5}}]","Purchase, Mr. and Mrs. Charles Wrightsman Gift, in honor of Everett Fahy, 1977",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436106,"[{'term': 'Couples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q219160'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Chemistry', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300054537', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2329'}, {'term': 'Scientists', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025788', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q901'}]",https://www.wikidata.org/wiki/Q613928,True,633
2025-09-09 12:31:06.174,437245,437245,False,52.63.2,1952,True,https://images.metmuseum.org/CRDImages/ep/original/DT1403.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1403.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/Modern Rome.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-52_63_2-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-52_63_2-3.jpg']","[{'constituentID': 162199, 'role': 'Artist', 'name': 'Giovanni Paolo Panini', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500018296', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q286670', 'gender': ''}]",European Paintings,Painting,Modern Rome,,,,,,Artist,,Giovanni Paolo Panini,"Italian, Piacenza 1691–1765 Rome",,"Panini, Giovanni Paolo",Italian,1691,1765,,https://www.wikidata.org/wiki/Q286670,http://vocab.getty.edu/page/ulan/500018296,1757,1757,1757,Oil on canvas,67 3/4 x 91 3/4 in. (172.1 x 233 cm),"[{'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 12.7, 'Height': 198.1204, 'Width': 245.1105}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 172.1, 'Width': 233}}]","Gwynne Andrews Fund, 1952",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437245,"[{'term': 'Painting', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300054216', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11629'}, {'term': 'Sculpture', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300047090', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q860861'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Lions', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310388', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q140'}]",https://www.wikidata.org/wiki/Q3094651,True,627
2025-09-09 12:31:07.360,453336,453336,True,1992.51,1992,True,https://images.metmuseum.org/CRDImages/is/original/DP234078.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP234078.jpg,"['https://images.metmuseum.org/CRDImages/is/original/DP234755.jpg', 'https://images.metmuseum.org/CRDImages/is/original/is1992.51.R.jpg', 'https://images.metmuseum.org/CRDImages/is/original/DT464.jpg', 'https://images.metmuseum.org/CRDImages/is/original/1992.51.jpg', 'https://images.metmuseum.org/CRDImages/is/original/sf1992-51a.jpg']","[{'constituentID': 130300, 'role': 'Artist', 'name': 'Painting by Habiballah of Sava', 'constituentULAN_URL': '(not assigned)', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q4494389', 'gender': ''}]",Islamic Art,Illustrated  album leaf,A Stallion,,,,,,Artist,Painting by,Habiballah of Sava,"Iranian, active ca. 1590–1610",,Habiballah,Iranian,1565,1635,,https://www.wikidata.org/wiki/Q4494389,(not assigned),ca. 1601–6,1575,1630,"Ink, opaque watercolor, and gold on paper","Painting:
            H. 11 7/8 in. (30.1 cm)
            W. 8 in. (20.3 cm)
Page: 
            H. 7 3/4 in. (19.7 cm)
            W. 5 in. (12.7 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 30.1, 'Width': 20.3}}, {'elementName': 'Other', 'elementDescription': 'of page', 'elementMeasurements': {'Height': 30.1, 'Width': 20.3}}, {'elementName': 'Other', 'elementDescription': 'of painting', 'elementMeasurements': {'Height': 19.7, 'Width': 12.7}}]","Purchase, Louis E. and Theresa S. Seley Purchase Fund for Islamic Art, The Edward Joseph Gallagher III Memorial Collection, Edward J. Gallagher Jr. Bequest, and Richard S. Perkins and Margaret Mushekian Gifts, 1992",Attributed to,Herat,,,present-day Afghanistan,,,,,,,Codices,,,2025-07-25T04:50:13.78Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/453336,"[{'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",https://www.wikidata.org/wiki/Q29385234,True,
2025-09-09 12:31:08.570,437078,437078,False,1994.376,1994,True,https://images.metmuseum.org/CRDImages/ep/original/DP-23366-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23366-001.jpg,[],"[{'constituentID': 164901, 'role': 'Artist', 'name': 'Achille-Etna Michallon', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500030742', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q944962', 'gender': ''}]",European Paintings,Painting,Waterfall at Mont-Dore,,,,,,Artist,,Achille-Etna Michallon,"French, Paris 1796–1822 Paris",,"Michallon, Achille-Etna",French,1796,1822,,https://www.wikidata.org/wiki/Q944962,http://vocab.getty.edu/page/ulan/500030742,1818,1818,1818,Oil on canvas,16 1/4 x 22 1/8 in. (41.3 x 56.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 41.3, 'Width': 56.2}}]","Purchase, Wolfe Fund and Nancy Richardson Gift, 1994",,,,,,,,,,,,Paintings,,,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437078,"[{'term': 'Waterfalls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008736', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q34038'}]",https://www.wikidata.org/wiki/Q19905470,False,805
2025-09-09 12:31:10.082,435802,435802,True,29.100.16,1929,True,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-011.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14286-011.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/Bronzino overall.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino detail of face.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino detail right hand.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino detail left hand.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino detail of corbel.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino X-radiograph overall.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino x-radiograph detail head.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino x-radiograph detail right hand.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino x-radiograph detail left hand.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino x-radiograph detail bottom right.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino x-radiograph detail codpiece.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino X-radiograph detail table.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-29_100_16-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-29_100_16-3.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino_back.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino_back_detail1.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino_back_detail2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/Bronzino_back_detail3.jpg']","[{'constituentID': 161724, 'role': 'Artist', 'name': 'Bronzino (Agnolo di Cosimo di Mariano)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500004362', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q7803', 'gender': ''}]",European Paintings,Painting,Portrait of a Young Man,,,,,,Artist,,Bronzino (Agnolo di Cosimo di Mariano),"Italian, Monticelli 1503–1572 Florence",,Bronzino (Agnolo di Cosimo di Mariano),Italian,1503,1572,,https://www.wikidata.org/wiki/Q7803,http://vocab.getty.edu/page/ulan/500004362,1530s,1530,1539,Oil on wood,37 5/8 x 29 1/2 in. (95.6 x 74.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 95.6, 'Width': 74.9}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 10.795, 'Height': 123.8252, 'Width': 104.7752}}]","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435802,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q3937730,True,612
2025-09-09 12:31:11.810,438815,438815,True,07.122,1907,True,https://images.metmuseum.org/CRDImages/ep/original/DP-35674-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-35674-001.jpg,[],"[{'constituentID': 162302, 'role': 'Artist', 'name': 'Auguste Renoir', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115467', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q39931', 'gender': ''}]",European Paintings,Painting,"Madame Georges Charpentier (Marguerite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Emile-Charles (1875–1895)",,,,,,Artist,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841,1919,,https://www.wikidata.org/wiki/Q39931,http://vocab.getty.edu/page/ulan/500115467,1878,1878,1878,Oil on canvas,60 1/2 x 74 7/8 in. (153.7 x 190.2 cm),"[{'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 12.700026, 'Height': 203.20041, 'Width': 237.49048}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 190.18288, 'Width': 153.6703}}]","Catharine Lorillard Wolfe Collection, Wolfe Fund, 1907",,,,,,,,,,,,Paintings,,,2025-08-14T04:53:18.057Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438815,"[{'term': 'Interiors', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300391239', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2998430'}, {'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Girls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247581', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3031'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Dogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265714', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q144'}]",https://www.wikidata.org/wiki/Q686105,True,824
2025-09-09 12:31:13.050,451270,451270,True,55.121.10.24,1955,True,https://images.metmuseum.org/CRDImages/is/original/DP246547.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP246547.jpg,"['https://images.metmuseum.org/CRDImages/is/original/55.121.10.24 Gallery 14.jpg', 'https://images.metmuseum.org/CRDImages/is/original/DT5167.jpg', 'https://images.metmuseum.org/CRDImages/is/original/181891.jpg', 'https://images.metmuseum.org/CRDImages/is/original/DP246553.jpg']","[{'constituentID': 134997, 'role': 'Artist', 'name': 'Painted by Chitarman', 'constituentULAN_URL': '(not assigned)', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q54086383', 'gender': ''}]",Islamic Art,Album leaf,"""Shah Jahan on a Terrace, Holding a Pendant Set With His Portrait"", Folio from the Shah Jahan Album",,,,,,Artist,Painted by,Chitarman,"Indian, active ca. 1627–70",,Chitarman,Indian,1627,1670,,https://www.wikidata.org/wiki/Q54086383,(not assigned),recto: dated 1627–28; verso: ca. 1530–50,1627,1628,"Ink, opaque watercolor, and gold on paper","H. 15 5/16 in. (38.9 cm)
W. 10 1/8 in. (25.7 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 38.9, 'Width': 25.7176}}]","Purchase, Rogers Fund and The Kevorkian Foundation Gift, 1955",Attributed to,,,,India,,,,,,,Codices,,,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/451270,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q29385142,True,
